word,score
like,-0.02476712150627278
list,-0.002350572711907185
listen,-0.016586608251241072
little,0.02415997193512079
look,-0.04380869419971861
loser,0.09981587204573335
lost,0.02457560720878246
low,0.01436571537384427
mackensen,0.001571284414025384
main,-0.030700802739869408
make,-0.03454382313220492
making,-0.02799020706687204
march,-0.0900564326241919
market,-0.014253338681661449
masturbation,0.06703176869628556
mcchrystal,-0.09280096645420788
me,0.01423997456411152
men,0.016608120557386676
message,-0.08290194877619479
midged,0.022286098656185523
missed,-0.034576947049622234
model,-0.038057594666149074
mongols,-0.013339249668281494
monkey,0.18781786008982415
moron,0.6239780374258133
most,-0.010969408575193174
motehrfucker,0.18021885411384886
motherfucker,0.08261255668438974
mr,0.00907627036769132
must,0.04696458953005473
my,0.00811939474263191
myself,0.009572936221207258
name,-0.0382127939139949
namespace,-0.01767439185921992
nazi,0.014287787270993004
nederland,-0.02344000362703142
need,-0.023698818835213062
needs,-0.0105899751526018
negro,0.00938140888720043
new,-0.038807741347172006
nigger,0.02313945464804671
no,-0.043407438160924884
normal,-0.019950172325132895
not,-0.029010500827170504
notable,-0.016472255261758047
nothing,-0.027450710102318466
now,-0.009527665802478047
number,-0.037760737905553544
obvious,-0.01544166126311403
off,0.04883530844318192
oh,-0.010790558571149729
one,-0.028363520579481754
online,-0.032441055997745875
or,-0.03540928495857453
out,-0.025104676859446173
over,-0.029384464624940737
own,-0.00869732873144326
p,-0.010026837322677947
page,-0.021773640044319646
pages,-0.020159237862885405
papers,-0.0018301428214058761
parent,0.055224621672340664
park,-0.015273992219483225
pathetic,0.16114570369506576
penis,0.1677066556552512
people,0.008273156517394263
perfect,-0.02943022297872159
pest,0.09536377864146103
photographs,-0.08039650880390266
pic,-0.029799070806712714
pics,-0.05317364398349598
picture,-0.10590851728728476
piece,0.009339516133550598
pile,-0.010682147599441737
pitiful,0.015519029727064131
please,-0.06894736499154135
poop,0.08295332923102103
population,-0.005879782465383293
post,-0.05783745782669411
posting,-0.022332778989935638
prairiewood,-0.06926011171260088
prepare,-0.05262786564525585
prick,0.15436186243430866
processes,-0.032146513456253696
profiled,-0.0015896722434145106
ps,-0.0322079858828172
public,-0.008712349152929552
pussy,0.17539122062999765
qld,-0.015978336886480766
question,-0.03671996624121108
racist,0.03287577736415539
rag,0.011252427149434198
raping,0.015145943971503907
read,-0.020832823726107258
really,-0.009587351162283311
reason,-0.02129051916919766
recent,-0.06893265833356764
relatively,-0.030767197362888108
released,-0.056224014532735185
remove,-0.03470614057185242
removed,-0.056810372589327196
reopen,-0.02120925362143684
reported,-0.02795385148803678
resolved,-0.07478038090762823
response,-0.018356030366009506
revere,-0.01923448826987364
revert,-0.022734011889077255
reverted,-0.0074925900764311265
reverting,-0.024755305381088256
review,-0.0124650593919642
right,-0.00017766362710822364
rioting,-0.00764952387180092
rot,0.043919740430225236
rubbish,0.013352192495282616
rule,-0.035910390984130174
rumour,-0.018955536208569414
s,-0.02685383454241073
said,-0.04714960906503031
sake,-0.045638501380939694
satan,0.03477881208440113
say,-0.045941880513102176
says,-0.00585637502623083
screw,0.2874880562288224
scum,0.3074827233532987
seconded,-0.11679156203733693
sect,-0.016607933366273704
section,-0.024082405228313418
see,-0.06913411116976151
seem,-0.04258119306929351
sell,-0.007494471815821388
semitic,0.021651460010114056
sense,-0.02406902698601619
sex,0.27111381260027106
shat,0.03834183347102158
she,6.177539411086491e-05
shit,0.3340382068577382
shithead,0.13005196207461428
should,0.0014408674147367243
showing,-0.015330539044710491
shown,-0.05956747705296493
shut,0.03382863293900108
sick,0.004422316425376463
simple,-0.02188267379151597
situation,-0.02111470759407223
skilled,-0.012237660621975241
small,0.02260033873888635
so,-0.004358608929967311
sob,0.17944055555041
sockpuppet,0.007847921896030069
some,-0.0009611241535363772
someone,-0.00940995012447709
son,0.007375934191275667
sorry,-0.02979306609817767
sorted,-0.0444036728001958
sources,-0.0041532767191508725
spanish,-0.026545605924046718
spare,-0.045264769571478534
specific,-0.016259774841282097
spotted,-0.04017981128360706
starve,-0.016060440227732512
state,-0.014652825496994905
stop,0.01614261323185762
stuff,-0.015418599991679261
stupid,0.17134058054897883
such,0.042171063145556104
suck,0.24579557257108553
sucker,0.1523944306237486
sucking,0.19825918138639198
suckkkkkkkkkkkkkkk,0.3163539320164345
sucks,0.3954018264106934
suggested,-0.040700957137175274
suggestion,-0.05717255533663689
supremacist,-0.011826378885057047
sure,-0.030145537678005933
symbolism,-0.04308817121364283
talk,-0.03214090426011864
talking,-0.024998751072622383
teeeccccctooooniiiiiiiicccccc,-0.04198827165050545
thank,-0.05224044132917996
thanks,-0.018950267492931886
thankyou,-0.02712862466274265
that,0.0006381916052589031
then,-0.021282092853911482
theory,-0.022667544502870663
these,0.017255210260685015
thing,0.0051321014662287535
think,-0.04684856508811571
this,0.02189862535294962
those,0.0095748837777131
thought,-0.042436615759132136
threatening,-0.040008905326685294
time,-0.03588625891570076
title,-0.04290483490735635
to,-0.01325568310029609
toe,0.003403553496605416
together,-0.10591273965756118
toilet,0.03677858413136862
told,-0.040549552000007864
tonight,-0.031038353775216167
top,-0.02001866069872639
topic,-0.07006140080839815
total,0.02708528685668853
trains,-0.018305872223750668
trolling,-0.036040113496861724
truculence,-0.03287655227250085
trying,-0.020776822561609787
u,-0.004429877907715475
ugly,0.12291427109464333
understand,-0.03567112497101011
unsigned,-0.005234284608982887
up,0.02642880827995799
ur,0.023510873325413368
use,-0.07478210906902821
user,-0.054269214782679494
utc,-0.043148086171011006
vagina,0.21337818998310104
valhalla,-0.022555652968013182
vinther,-0.02525925678476043
viruses,-0.011542370294697001
voice,-0.021899845900458733
walmart,0.015365983111133588
wanker,0.0906167967030653
war,-0.07101982196567681
warned,-0.06810830919293663
way,-0.03238044152309217
we,-0.028430009505665918
well,-0.03653700309758162
weweeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,0.07062065908297274
what,0.03188712803946422
when,-0.014321419691033241
where,-0.02010653787426775
which,-0.016282477256575483
who,0.02366971554296929
whole,0.03751923572300452
why,-0.01595760818272793
wikipedia,-0.010396276327339742
with,0.013442404168411312
without,-0.03911294487994093
work,-0.031673770461744244
worthless,0.013862219047041666
wow,-0.007559979288450485
wp,-0.013016535429201356
write,-0.01954985949578839
wrong,-0.06988637473953732
wtf,0.06688086166071423
xd,-0.036369805016846404
yeah,-0.046939936188089997
you,0.05015028199434718
your,0.028649407291691936
yourself,0.010314169361173856
